0,0,1,2,3,4,5,12,5,4,11,4,5,6,13,12,5,12,5,6,5,4,5,4,5,6,5,4,5,4,3,
1,0,1,2,3,4,5,6,5,12,5,6,13,12,5,4,5,6,5,6,5,6,5,4,11,4,5,4,5,12,5,
2,0,1,0,1,2,3,4,5,12,5,12,5,12,5,6,5,6,5,4,5,12,13,12,5,4,5,6,5,4,5,
3,0,1,2,3,4,5,12,5,12,5,6,13,12,5,12,5,12,5,6,5,12,5,4,5,6,13,12,5,6,5,
4,0,1,8,15,22,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,29,
5,0,1,2,3,4,5,12,5,6,5,12,5,12,5,4,5,12,5,12,5,4,5,4,5,12,5,4,5,6,5,
6,0,1,2,3,4,5,6,5,6,5,6,5,6,5,6,5,4,5,6,5,12,5,6,5,12,5,6,13,12,19,
7,0,1,2,3,4,3,4,5,12,5,6,5,6,5,4,5,4,5,12,5,12,5,12,5,12,5,12,5,4,5,
8,0,1,2,3,4,5,4,5,12,11,4,5,12,5,6,5,12,5,12,5,4,5,4,5,4,5,4,5,12,5,
9,0,1,2,3,4,5,6,5,12,5,4,5,12,5,4,5,6,5,6,5,12,5,4,5,12,13,20,19,12,5,
10,0,1,2,3,4,5,12,11,4,5,4,5,12,5,6,5,4,5,12,5,12,5,6,5,6,5,12,5,12,5,
11,0,1,2,3,4,5,4,5,12,13,12,5,12,5,6,5,12,5,6,5,12,5,4,5,4,5,4,5,6,5,
12,0,1,2,3,2,3,4,5,6,5,6,5,12,5,12,11,4,5,6,5,12,5,4,5,12,5,12,5,4,5,
13,0,1,2,3,4,5,6,5,12,5,12,5,6,5,4,5,6,5,12,5,12,5,4,5,12,5,12,5,4,3,
14,0,1,8,15,22,29,30,30,30,30,30,30,30,31,30,23,30,30,30,30,30,30,30,30,30,30,23,30,30,29,
15,0,1,2,3,4,5,12,5,12,5,4,5,6,5,12,5,12,5,12,19,12,11,12,5,4,5,4,5,12,5,
16,0,1,2,3,4,5,12,5,6,5,6,5,6,5,4,5,12,5,12,11,4,5,4,5,4,5,4,5,4,5,
17,0,1,2,3,4,5,6,5,6,5,6,5,6,5,4,5,4,5,12,5,4,5,4,5,4,5,4,5,12,5,
18,0,1,2,3,2,3,4,5,12,5,6,5,4,3,4,5,4,5,12,5,4,5,4,5,12,19,12,5,4,5,
19,0,1,2,3,4,11,4,5,4,5,12,5,4,5,6,5,6,5,6,5,4,5,12,5,6,5,6,5,12,5,
20,0,1,0,1,2,3,4,5,6,5,6,5,4,5,6,5,12,5,12,5,6,5,4,5,12,5,6,5,12,5,
21,0,7,14,21,22,29,30,30,30,23,30,30,30,30,23,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
22,0,1,2,3,4,5,6,13,12,5,12,5,12,5,4,5,12,5,12,5,6,5,6,5,6,5,6,5,4,5,
23,0,1,2,3,4,5,4,5,12,5,6,5,6,5,4,5,12,5,12,5,6,5,4,5,6,5,6,5,12,5,
24,0,1,2,3,4,5,6,5,6,5,6,5,4,11,4,5,4,5,6,5,4,5,6,5,12,5,12,5,6,5,
25,0,1,2,3,4,5,6,5,6,5,12,5,4,5,4,11,4,5,6,5,12,5,4,5,12,19,12,5,12,5,
26,0,1,2,3,4,5,4,5,6,5,4,5,4,5,6,5,12,5,12,13,12,5,6,5,4,5,12,5,6,5,
27,0,1,2,3,4,5,4,5,4,5,6,5,4,5,6,5,12,5,4,5,6,5,6,5,12,5,12,5,12,5,
28,0,1,2,3,4,5,6,5,4,5,6,5,6,5,6,5,12,5,6,5,12,5,12,5,6,5,6,5,4,5,
29,0,1,8,1,2,3,4,5,12,5,12,5,12,5,6,5,6,5,6,5,4,5,4,5,12,5,4,5,4,5,
30,0,1,8,1,2,3,4,5,12,5,12,5,6,5,6,5,6,5,12,5,12,5,4,5,12,5,6,5,4,5,
31,0,1,2,3,4,5,4,5,4,5,4,5,4,5,12,5,6,5,6,5,6,5,12,5,12,5,6,5,12,5,
32,0,1,2,3,4,5,12,5,6,5,12,5,4,5,4,5,4,5,6,5,4,5,4,5,4,5,12,5,12,5,
33,0,1,2,3,4,5,6,5,6,5,4,5,12,5,6,5,12,5,6,5,4,5,4,5,6,5,4,5,4,5,
34,0,1,2,3,4,5,4,5,12,5,6,5,4,5,6,13,12,5,12,5,4,5,4,5,4,5,12,5,12,5,
35,0,1,2,3,10,3,4,5,6,5,4,5,6,5,4,5,6,5,12,5,6,5,4,5,12,5,4,5,6,5,
36,0,1,2,3,4,5,12,5,4,5,4,5,6,5,6,5,12,5,6,5,4,5,4,5,4,5,6,5,6,5,
37,0,7,14,21,22,29,30,30,30,30,30,30,30,30,30,30,30,30,30,23,30,30,30,30,30,30,30,30,30,30,
38,0,1,2,3,4,5,4,5,12,5,12,5,6,5,12,5,4,5,6,5,6,5,6,5,6,5,6,5,6,5,
39,0,1,2,3,4,5,4,5,4,5,4,5,4,5,6,5,4,5,4,5,4,5,4,5,4,5,6,5,12,5,
40,0,1,2,3,4,5,6,5,12,5,4,5,4,5,4,5,4,5,6,5,12,5,4,5,12,5,4,5,12,5,
41,0,1,2,3,4,11,4,3,4,5,6,13,12,5,12,5,4,5,6,5,12,5,4,11,4,5,6,5,4,5,
42,0,1,2,3,4,5,6,5,4,5,4,5,6,5,12,5,6,13,20,13,12,5,4,5,6,5,6,5,4,5,
43,0,1,2,3,2,3,4,5,6,5,12,5,12,19,12,5,6,5,12,5,6,5,4,11,4,5,12,5,4,5,
44,0,1,2,3,4,5,6,5,6,5,4,3,4,5,4,5,6,5,6,5,12,5,6,5,4,5,6,5,12,5,
45,0,1,0,1,2,1,2,3,4,5,6,5,12,5,4,5,12,5,6,13,12,5,4,5,4,5,12,5,6,5,
