0,0,1,0,1,0,1,8,15,15,15,15,15,15,16,15,8,15,15,15,22,
1,0,7,0,7,0,1,0,7,14,15,15,15,15,15,15,15,22,15,15,22,
2,0,1,2,9,16,15,14,7,14,21,22,15,14,21,22,15,15,15,14,15,
3,0,7,14,21,14,15,15,8,15,15,8,15,16,17,16,9,16,15,15,15,
4,0,7,14,15,15,15,15,15,14,15,14,15,15,15,15,15,15,14,7,14,
5,0,7,0,1,2,9,16,15,22,29,36,43,36,43,42,43,44,45,44,43,
6,0,7,8,15,15,16,15,22,15,15,15,15,15,15,15,8,7,14,15,15,
7,0,1,2,3,2,3,2,3,2,9,8,9,16,15,15,15,15,14,15,15,
8,0,7,0,7,14,15,15,15,15,15,15,16,23,16,15,15,15,15,15,15,
9,0,1,2,9,16,15,15,15,15,15,15,15,14,21,22,29,36,43,42,35,
10,0,7,14,21,28,35,28,21,22,29,28,21,14,21,22,15,15,15,15,14,
11,0,1,8,15,15,22,15,15,15,15,15,15,15,15,14,15,15,15,16,15,
12,0,1,2,9,16,17,16,9,2,9,16,15,15,15,15,22,15,15,15,16,
13,0,1,2,9,16,15,15,15,8,1,2,1,2,3,2,1,2,1,2,9,
14,0,1,8,15,15,22,15,16,23,16,9,10,9,16,15,15,8,9,10,9,
15,0,1,2,9,16,16,16,16,16,16,9,16,17,24,31,32,31,31,31,31,
16,0,1,2,1,2,9,2,3,2,1,2,3,2,3,10,9,16,16,16,16,
17,0,1,2,1,2,3,10,9,10,9,16,16,16,23,16,16,16,16,17,16,
18,0,7,14,15,16,16,9,16,16,16,15,16,16,16,17,16,16,16,17,16,
19,0,1,2,9,8,15,16,16,16,16,16,15,16,16,16,16,16,16,16,23,
20,0,1,2,1,0,1,2,3,10,9,16,16,17,16,16,16,15,8,15,16,
21,0,1,2,9,16,16,16,16,16,16,9,16,15,16,16,17,16,16,17,24,
22,0,7,14,15,16,15,16,9,16,23,22,21,28,35,36,37,30,23,16,17,
23,0,1,2,9,16,16,16,16,9,10,9,8,15,16,16,16,16,16,16,23,
24,0,1,2,9,10,9,16,16,17,16,16,16,16,9,2,9,8,15,16,23,
25,0,1,2,9,16,9,16,16,9,8,9,16,17,16,16,15,16,17,18,11,
26,0,1,2,9,10,9,10,3,2,9,16,16,17,16,17,16,16,16,17,16,
27,0,1,2,9,16,15,16,16,9,2,9,16,16,9,16,9,16,16,16,17,
28,0,1,2,9,16,16,16,16,16,17,16,16,16,16,15,16,15,16,16,16,
29,0,1,0,1,2,1,2,1,2,9,16,16,16,16,16,16,16,16,16,16,
30,0,1,2,9,16,15,16,16,16,9,16,9,2,9,16,17,16,16,16,16,
31,0,1,2,9,16,16,16,17,16,16,23,16,16,23,16,16,16,16,16,16,
32,0,1,8,15,16,16,16,16,16,16,16,15,14,15,22,23,16,16,16,16,
33,0,1,2,9,10,9,16,16,16,16,16,16,15,16,16,23,16,16,9,10,
34,0,1,2,9,16,17,10,9,2,9,16,17,16,16,16,16,16,16,16,16,
35,0,7,14,15,14,15,16,16,16,16,16,15,16,16,16,17,18,11,10,3,
36,0,1,0,1,8,7,14,15,16,17,16,15,16,16,16,16,15,16,9,16,
37,0,1,0,7,14,15,22,23,30,23,16,16,15,16,17,16,16,16,16,17,
38,0,1,2,9,16,9,16,16,23,16,9,16,16,16,9,16,16,9,16,9,
39,0,1,2,9,16,16,16,15,16,16,9,16,16,16,9,16,23,16,16,16,
40,0,1,2,9,16,16,16,16,16,16,17,18,11,11,12,11,11,12,11,11,
41,0,7,14,15,16,16,16,16,16,16,23,16,16,16,16,16,16,9,16,16,
42,0,1,2,9,16,9,16,16,16,9,8,15,16,16,17,16,16,16,16,17,
43,0,1,2,9,16,23,16,16,16,16,16,16,16,16,15,16,17,16,16,16,
44,0,1,2,9,16,16,15,16,16,17,24,23,24,23,16,17,16,16,16,16,
45,0,1,2,9,16,16,16,16,16,16,16,16,16,9,16,9,16,23,16,16,
46,0,1,2,3,2,9,16,16,16,23,24,25,32,31,30,23,16,16,17,10,
47,0,1,2,9,16,16,16,16,16,17,10,11,11,11,11,18,11,11,11,11,
48,0,1,2,1,2,9,16,16,16,23,24,23,16,16,23,16,16,16,16,9,
49,0,1,2,1,8,9,16,16,15,16,16,16,16,16,17,16,16,16,16,16,
50,0,1,8,9,16,16,16,16,16,17,16,16,17,16,16,16,23,24,23,22,
51,0,1,2,9,16,23,16,17,16,15,16,16,16,16,16,16,16,9,16,16,
52,0,1,2,9,16,16,16,16,16,15,8,9,16,16,16,16,23,16,9,16,
53,0,1,2,9,16,9,16,16,16,16,15,16,16,16,16,16,16,15,22,29,
54,0,1,8,15,16,15,16,16,16,16,16,16,16,9,8,7,8,9,16,16,
55,0,1,2,9,16,16,16,16,16,16,16,16,16,9,16,16,9,16,16,15,
56,0,7,0,1,2,9,16,16,16,17,16,16,16,16,9,16,16,16,9,16,
57,0,1,2,9,16,23,24,23,16,16,17,18,11,12,11,11,12,11,11,11,
58,0,1,0,1,2,1,0,1,2,3,2,9,16,16,16,16,17,18,11,11,
59,0,1,2,9,16,9,16,16,15,16,16,16,9,8,9,16,16,16,16,16,
60,0,1,2,9,2,9,16,15,16,16,16,16,16,16,23,16,16,23,22,23,
61,0,1,2,1,2,9,16,16,16,16,16,16,23,16,17,16,16,16,15,8,
62,0,1,2,9,16,16,16,23,16,16,16,16,9,8,9,16,16,16,17,24,
63,0,1,2,9,16,17,16,16,16,23,16,16,16,15,16,23,16,16,16,16,
64,0,7,14,15,16,16,9,16,15,16,16,15,22,23,30,23,16,16,16,16,
65,0,1,2,9,16,15,16,16,16,16,16,16,17,10,11,4,11,18,11,11,
66,0,1,8,9,16,9,16,16,23,16,16,16,16,9,16,16,16,16,16,16,
