0,0,1,0,1,8,1,0,1,8,1,0,1,0,1,2,3,2,3,10,3,
1,0,1,8,1,8,7,14,21,28,35,28,29,28,35,28,35,42,35,28,21,
2,0,1,8,1,2,3,2,3,10,3,10,3,10,3,2,3,10,3,4,5,
3,0,1,8,9,2,3,4,3,4,3,4,3,10,3,4,3,10,17,18,17,
4,0,1,0,1,8,1,2,1,2,3,2,1,8,1,2,3,10,3,10,17,
5,0,7,8,1,0,1,2,3,4,3,4,3,4,3,10,17,18,11,4,3,
6,0,1,0,1,2,3,10,3,4,3,10,3,4,3,2,3,2,1,2,1,
7,0,1,2,3,10,3,2,3,10,3,2,3,4,3,4,3,10,3,4,3,
8,0,7,14,21,14,21,28,21,14,7,14,15,14,15,14,7,14,7,8,9,
9,0,1,2,3,10,11,4,5,4,3,10,3,10,3,10,3,2,3,2,3,
10,0,7,14,15,16,9,8,1,0,1,8,1,2,3,4,3,4,3,10,3,
11,0,1,0,1,2,3,2,3,10,3,2,3,10,3,10,3,10,3,10,3,
12,0,1,0,7,14,21,22,29,28,21,28,35,28,21,28,29,28,21,28,35,
13,0,1,0,1,0,1,2,3,10,3,2,1,2,3,2,3,2,3,10,3,
14,0,1,0,1,8,1,0,1,2,1,0,1,8,1,0,1,8,1,2,3,
15,0,7,14,21,22,21,28,35,42,43,36,37,38,45,46,39,46,47,46,45,
16,0,1,2,9,2,3,4,3,10,11,4,11,4,3,4,3,2,3,4,3,
17,0,1,2,3,2,3,10,3,10,3,10,3,10,3,10,3,2,3,4,3,
18,0,1,2,3,4,3,10,3,10,3,10,3,4,3,2,3,10,3,10,3,
19,0,1,2,9,2,3,4,11,4,3,4,3,10,3,4,3,4,3,2,3,
20,0,1,2,3,4,3,2,3,2,3,10,3,10,9,2,3,2,3,2,3,
21,0,1,2,3,10,11,4,3,2,3,10,17,10,3,4,3,2,3,10,11,
22,0,1,2,3,4,5,4,3,2,1,2,3,10,3,2,3,2,3,10,11,
23,0,1,8,9,2,9,2,3,4,3,10,3,10,3,4,3,4,5,4,3,
24,0,1,0,1,8,9,2,3,10,3,10,3,2,3,10,3,2,3,10,3,
25,0,1,2,3,4,3,2,1,2,3,10,17,10,3,2,3,2,3,10,3,
26,0,7,14,21,28,29,22,21,28,21,28,21,28,35,28,35,28,35,28,21,
27,0,1,8,1,2,3,10,3,2,3,10,9,2,3,4,3,2,3,2,3,
28,0,7,14,7,14,21,28,29,28,21,22,23,30,37,38,39,46,47,46,47,
29,0,1,2,9,10,3,4,3,4,3,4,3,4,3,4,3,4,5,4,3,
30,0,1,2,3,10,17,10,17,10,3,4,3,4,3,10,3,4,3,10,3,
31,0,7,8,15,16,9,2,3,2,1,2,9,2,3,2,9,2,3,2,9,
32,0,1,2,3,10,3,2,1,8,1,2,3,2,3,2,3,2,3,2,3,
33,0,1,2,3,4,3,4,3,4,3,2,3,2,9,2,3,10,3,4,11,
34,0,1,2,1,8,1,2,3,2,3,4,3,10,3,10,3,4,3,2,9,
35,0,1,2,3,2,3,10,11,4,5,4,3,4,3,2,3,4,3,2,9,
36,0,7,8,1,2,3,4,3,10,3,4,3,10,3,2,9,2,3,4,3,
37,0,1,8,1,2,3,4,3,2,3,10,3,10,3,2,3,2,3,4,3,
38,0,1,2,3,10,3,2,3,2,3,2,1,8,1,2,3,4,3,4,11,
39,0,1,2,3,2,1,2,3,4,3,10,3,2,3,2,3,4,3,10,3,
40,0,1,2,3,2,3,2,3,2,3,10,3,2,3,10,17,10,3,2,3,
41,0,1,2,1,2,3,2,3,2,1,2,3,4,3,4,3,2,3,10,3,
42,0,1,8,1,2,3,2,3,2,3,2,3,10,3,2,3,10,3,4,3,
43,0,1,8,1,2,3,10,3,2,3,4,3,4,3,4,3,4,5,4,3,
44,0,1,2,1,8,1,2,3,4,3,10,3,4,3,10,3,4,3,10,17,
45,0,1,2,3,2,3,10,3,2,3,2,1,2,3,10,3,10,3,2,3,
46,0,7,8,1,2,3,10,3,4,3,4,3,10,3,2,3,4,3,4,3,
47,0,1,2,3,4,3,2,3,4,3,4,3,2,3,2,9,2,9,2,3,
48,0,1,2,1,2,3,4,3,2,1,0,1,2,1,2,3,10,3,10,3,
49,0,1,2,1,8,1,8,1,2,3,10,3,10,3,2,3,2,3,4,3,
50,0,1,2,3,2,3,10,3,10,11,4,3,4,3,2,3,10,11,4,3,
51,0,7,8,1,8,1,2,3,4,3,4,3,10,3,10,3,10,11,4,3,
52,0,1,2,3,10,3,4,3,10,3,4,3,2,3,10,3,4,3,4,3,
53,0,1,2,3,10,3,2,3,4,3,10,3,10,3,2,3,2,3,2,3,
54,0,1,2,1,2,1,2,1,2,3,4,3,10,3,4,3,2,3,10,3,
55,0,1,2,3,10,3,10,3,2,3,10,3,4,3,2,3,10,3,4,3,
56,0,1,2,3,10,3,2,3,2,3,2,3,10,3,2,3,10,3,2,3,
57,0,1,0,1,2,3,4,3,10,3,10,3,4,3,10,9,10,17,10,3,
58,0,1,2,3,4,3,10,3,4,5,12,11,4,3,4,3,4,3,4,11,
59,0,1,2,3,2,3,10,3,10,3,10,3,10,3,2,3,10,3,4,3,
60,0,1,2,3,10,3,10,17,10,3,2,3,4,3,2,3,2,3,10,3,
61,0,1,2,3,10,17,24,31,38,45,46,47,46,45,46,39,32,33,32,39,
62,0,1,2,3,4,3,4,11,4,3,10,3,4,3,10,11,4,11,4,3,
63,0,1,0,7,8,1,2,9,10,3,10,11,18,11,4,3,2,3,4,11,
64,0,1,2,1,2,3,4,3,10,3,10,3,10,3,4,3,10,3,10,3,
65,0,1,2,1,2,3,4,11,4,3,2,3,2,1,2,3,10,3,10,3,
66,0,1,2,9,10,3,4,3,2,3,10,3,4,11,4,3,10,3,2,3,
67,0,1,2,3,2,3,10,3,4,11,4,3,10,3,4,3,2,3,4,3,
68,0,1,8,15,16,15,16,9,10,3,2,3,2,3,10,17,10,3,10,3,
69,0,1,2,3,4,11,4,3,10,3,4,5,6,5,6,5,6,5,6,5,
70,0,1,2,3,4,3,10,3,2,3,4,11,4,3,2,3,10,3,4,11,
71,0,1,2,3,2,9,8,1,2,1,0,1,2,3,2,3,2,3,2,9,
72,0,1,8,1,2,3,2,3,10,3,10,11,4,3,4,3,4,3,4,3,
73,0,1,0,1,2,1,0,7,8,1,8,1,2,3,4,11,4,3,10,3,
74,0,1,2,1,2,3,2,3,10,3,4,5,6,5,12,5,6,13,6,13,
75,0,1,2,9,10,17,10,9,10,3,4,11,4,3,10,9,10,3,10,11,
76,0,1,2,3,2,3,10,3,2,3,4,3,2,3,4,3,4,3,2,3,
77,0,1,2,3,4,3,2,3,2,3,2,3,4,3,2,3,2,3,2,9,
78,0,1,8,15,16,15,16,9,8,9,10,3,10,11,4,3,10,3,4,3,
79,0,1,2,3,2,3,2,3,10,3,4,5,6,13,12,19,20,13,6,5,
80,0,1,2,3,4,11,4,5,6,5,12,19,12,19,12,5,6,13,6,13,
81,0,1,2,3,4,3,4,3,2,3,4,11,4,3,2,3,4,11,10,3,
82,0,7,8,9,10,3,10,3,4,3,4,11,12,19,12,5,6,13,6,5,
83,0,1,2,3,4,11,4,3,4,3,10,3,4,3,2,3,2,3,10,3,
84,0,7,8,9,10,3,2,3,2,3,2,3,4,3,2,3,2,3,10,3,
85,0,1,2,3,2,3,4,5,6,5,6,5,6,13,6,13,6,13,6,5,
86,0,1,2,3,4,3,4,3,4,3,10,3,4,5,6,5,6,5,4,11,
87,0,1,2,3,4,3,10,3,4,3,2,9,10,3,4,5,6,5,6,5,
88,0,7,8,9,10,9,10,3,10,11,4,3,2,3,10,3,10,3,2,3,
89,0,1,2,3,10,3,4,3,4,3,4,3,4,3,10,3,10,3,10,3,
90,0,7,8,9,10,3,4,3,10,3,10,3,4,11,4,3,2,9,8,1,
91,0,1,2,3,2,3,2,3,2,3,4,3,10,3,10,17,10,3,4,3,
92,0,1,2,9,10,3,10,17,10,3,2,3,10,3,4,3,4,3,2,9,
93,0,1,8,9,10,3,10,3,10,3,10,17,18,11,4,3,4,5,6,5,
94,0,1,2,3,2,3,2,3,4,3,10,3,4,3,4,3,2,1,2,3,
95,0,1,0,1,2,3,10,3,10,17,10,3,4,3,2,1,2,1,2,3,
96,0,1,2,3,2,3,2,1,2,3,4,3,10,3,2,3,4,3,10,17,
97,0,1,2,3,4,3,4,3,4,3,10,3,10,3,4,3,4,3,10,3,
