0,0,7,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,1,8,1,8,8,1,8,9,8,8,8,8,
1,0,7,8,9,8,7,8,8,9,8,8,15,8,9,8,15,8,9,10,17,16,17,18,19,20,27,20,27,20,27,
2,0,1,8,8,8,8,8,8,8,8,1,8,15,8,8,7,0,7,8,8,8,8,8,8,8,8,8,8,15,8,
3,0,7,8,8,7,8,7,8,8,7,0,7,8,7,8,8,7,8,8,8,8,8,15,8,1,8,8,8,8,8,
4,0,7,0,7,8,8,8,8,8,1,8,8,8,7,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,15,
5,0,7,8,8,8,8,8,8,1,8,8,8,8,8,9,16,17,18,19,12,13,20,13,20,13,20,13,20,19,18,
6,0,7,8,8,8,8,8,9,8,7,8,8,9,8,8,8,9,2,1,8,8,8,8,1,8,8,8,8,8,8,
7,0,1,2,1,8,8,8,9,8,1,8,8,15,8,8,8,8,8,8,8,8,8,8,8,8,1,8,9,16,17,
8,0,1,8,8,8,15,22,23,23,23,23,23,23,23,23,23,30,31,38,38,31,24,31,38,38,39,38,38,38,38,
9,0,7,14,15,8,1,8,15,8,15,22,23,16,17,18,19,20,13,12,13,6,13,20,13,12,13,6,13,20,13,
10,0,7,8,9,10,17,18,19,20,13,20,13,12,13,20,13,20,13,20,19,20,27,20,13,6,5,12,13,12,5,
11,0,7,8,9,10,17,18,19,20,19,20,19,20,13,6,13,20,13,20,13,12,13,12,13,6,13,6,13,12,13,
12,0,7,0,1,8,8,8,8,8,15,8,1,8,9,10,17,18,19,20,13,12,13,12,13,6,5,12,13,20,27,
13,0,7,8,9,10,11,12,13,20,27,20,13,12,13,12,13,12,13,12,11,12,13,6,5,12,13,12,13,6,13,
14,0,7,8,7,14,7,8,8,8,9,10,17,18,19,20,13,20,13,20,13,12,13,20,13,6,13,20,13,12,13,
15,0,7,8,8,8,15,8,1,8,9,10,9,8,8,8,8,8,8,8,8,8,9,10,10,10,10,10,10,10,10,
